tweets,label,case_folding,cleansing,tokenizing,stopword,stemming
Babhinkamtibmas Desa Cikarageman Aipda Ugi Handoko melaksanakan pengamanan Vaksinasi untuk Lansia di Kantor Desa Cikarageman Setu https://t.co/jtzOx0d2dv,1.0,babhinkamtibmas desa cikarageman aipda ugi handoko melaksanakan pengamanan vaksinasi untuk lansia di kantor desa cikarageman setu https://t.co/jtzox0d2dv,babhinkamtibmas desa cikarageman aipda ugi handoko melaksanakan pengamanan vaksinasi untuk lansia di kantor desa cikarageman setu,"['babhinkamtibmas', 'desa', 'cikarageman', 'aipda', 'ugi', 'handoko', 'melaksanakan', 'pengamanan', 'vaksinasi', 'untuk', 'lansia', 'di', 'kantor', 'desa', 'cikarageman', 'setu']","['cikarageman', 'aipda', 'ugi', 'handoko', 'melaksanakan', 'pengamanan', 'vaksinasi', 'lansia', 'kantor', 'cikarageman', 'setu']","['cikarageman', 'aipda', 'ugi', 'handoko', 'laksana', 'aman', 'vaksinasi', 'lansia', 'kantor', 'cikarageman', 'setu']"
@ferdiriva @DKIJakarta Vaksinasi ketika kasus sangat tinggi is never a good idea.,0.0,@ferdiriva @dkijakarta vaksinasi ketika kasus sangat tinggi is never a good idea.,vaksinasi ketika kasus sangat tinggi is never  good idea,"['vaksinasi', 'ketika', 'kasus', 'sangat', 'tinggi', 'is', 'never', 'good', 'idea']","['vaksinasi', 'never', 'idea']","['vaksinasi', 'never', 'idea']"
"Bripka Supriyanta (Bhabinkamtibmas) bersama Serda Matroni (Babinsa) sosialisasikan vaksinasi covid-19 bagi lansia di Kp. Bulak Bunut Desa Karangsambung, Kamis (17/06/2021)  #divhumaspolri #HumasPMJ #humaspolresmetrobekasi https://t.co/1O3A98c1qA",1.0,"bripka supriyanta (bhabinkamtibmas) bersama serda matroni (babinsa) sosialisasikan vaksinasi covid-19 bagi lansia di kp. bulak bunut desa karangsambung, kamis (17/06/2021)  #divhumaspolri #humaspmj #humaspolresmetrobekasi https://t.co/1o3a98c1qa",bripka supriyanta bhabinkamtibmas bersama serda matroni babinsa sosialisasikan vaksinasi covid bagi lansia di kp bulak bunut desa karangsambung kamis,"['bripka', 'supriyanta', 'bhabinkamtibmas', 'bersama', 'serda', 'matroni', 'babinsa', 'sosialisasikan', 'vaksinasi', 'covid', 'bagi', 'lansia', 'di', 'kp', 'bulak', 'bunut', 'desa', 'karangsambung', 'kamis']","['supriyanta', 'serda', 'matroni', 'sosialisasikan', 'vaksinasi', 'covid', 'lansia', 'kp', 'bulak', 'bunut', 'karangsambung']","['supriyanta', 'serda', 'matroni', 'sosialisasi', 'vaksinasi', 'covid', 'lansia', 'kp', 'bulak', 'bunut', 'karangsambung']"
Vaksinasi Massal Dongkrak Gairah Masyarakat #AyoVaksin #BeraniVaksin https://t.co/o3oEBa2JhC,1.0,vaksinasi massal dongkrak gairah masyarakat #ayovaksin #beranivaksin https://t.co/o3oeba2jhc,vaksinasi massal dongkrak gairah masyarakat,"['vaksinasi', 'massal', 'dongkrak', 'gairah', 'masyarakat']","['vaksinasi', 'massal', 'dongkrak', 'gairah', 'masyarakat']","['vaksinasi', 'massal', 'dongkrak', 'gairah', 'masyarakat']"
Ayo Vaksinasi COVID-19 https://t.co/iEVyUvmRwO,1.0,ayo vaksinasi covid-19 https://t.co/ievyuvmrwo,ayo vaksinasi covid,"['ayo', 'vaksinasi', 'covid']","['ayo', 'vaksinasi', 'covid']","['ayo', 'vaksinasi', 'covid']"
Satgas NU dan MPD Gelar Vaksinasi Gratis Bagi Relawan dan Mahasiswa https://t.co/VQLZOQSUsK,1.0,satgas nu dan mpd gelar vaksinasi gratis bagi relawan dan mahasiswa https://t.co/vqlzoqsusk,satgas nu dan mpd gelar vaksinasi gratis bagi relawan dan mahasiswa,"['satgas', 'nu', 'dan', 'mpd', 'gelar', 'vaksinasi', 'gratis', 'bagi', 'relawan', 'dan', 'mahasiswa']","['nu', 'mpd', 'gelar', 'vaksinasi', 'gratis', 'relawan', 'mahasiswa']","['nu', 'mpd', 'gelar', 'vaksinasi', 'gratis', 'rawan', 'mahasiswa']"
"5• juga menyangkut aspek bgmn pembayarannya.  Jadi jelas ya, PMK Kemenkes yg baru adlh mrupakn upaya Kemekes sbg penyelenggara program vaksinasi nasional utk prcepatan laju vaksinasi demi tercapainya herd immunity dgn terus memerhatikan kebutuhan vaksinasi Covid-19 di Indonesia. https://t.co/MBbmNdUVx2",1.0,"5• juga menyangkut aspek bgmn pembayarannya.  jadi jelas ya, pmk kemenkes yg baru adlh mrupakn upaya kemekes sbg penyelenggara program vaksinasi nasional utk prcepatan laju vaksinasi demi tercapainya herd immunity dgn terus memerhatikan kebutuhan vaksinasi covid-19 di indonesia. https://t.co/mbbmnduvx2",juga menyangkut aspek bgmn pembayarannya jadi jelas ya pmk kemenkes yg baru adlh mrupakn upaya kemekes sbg penyelenggara program vaksinasi nasional utk prcepatan laju vaksinasi demi tercapainya herd immunity dgn terus memerhatikan kebutuhan vaksinasi covid di indonesia,"['juga', 'menyangkut', 'aspek', 'bgmn', 'pembayarannya', 'jadi', 'jelas', 'ya', 'pmk', 'kemenkes', 'yg', 'baru', 'adlh', 'mrupakn', 'upaya', 'kemekes', 'sbg', 'penyelenggara', 'program', 'vaksinasi', 'nasional', 'utk', 'prcepatan', 'laju', 'vaksinasi', 'demi', 'tercapainya', 'herd', 'immunity', 'dgn', 'terus', 'memerhatikan', 'kebutuhan', 'vaksinasi', 'covid', 'di', 'indonesia']","['aspek', 'pembayarannya', 'mrupakn', 'upaya', 'kemekes', 'penyelenggara', 'program', 'vaksinasi', 'nasional', 'prcepatan', 'laju', 'vaksinasi', 'tercapainya', 'herd', 'immunity', 'memerhatikan', 'kebutuhan', 'vaksinasi', 'covid', 'indonesia']","['aspek', 'bayar', 'mrupakn', 'upaya', 'kemekes', 'selenggara', 'program', 'vaksinasi', 'nasional', 'prcepatan', 'laju', 'vaksinasi', 'capa', 'herd', 'immunity', 'perhati', 'butuh', 'vaksinasi', 'covid', 'indonesia']"
"4• boleh dipergunakan, tapi tidak untuk diperjualbelikan.  Dalam PMK Kemenkes yg baru juga mengatur soal penanganan KIPI, stlh menerima Vaksinasi Covid-19. Pasti membutuhkan pengobatan dan perawatan di faskes sesuai dengan indikasi medis dan protokol pengobatan,  @Penyuka_ombak https://t.co/vi1BDlXa0K",1.0,"4• boleh dipergunakan, tapi tidak untuk diperjualbelikan.  dalam pmk kemenkes yg baru juga mengatur soal penanganan kipi, stlh menerima vaksinasi covid-19. pasti membutuhkan pengobatan dan perawatan di faskes sesuai dengan indikasi medis dan protokol pengobatan,  @penyuka_ombak https://t.co/vi1bdlxa0k",boleh dipergunakan tapi tidak untuk diperjualbelikan dalam pmk kemenkes yg baru juga mengatur soal penanganan kipi stlh menerima vaksinasi covid pasti membutuhkan pengobatan dan perawatan di faskes sesuai dengan indikasi medis dan protokol pengobatan,"['boleh', 'dipergunakan', 'tapi', 'tidak', 'untuk', 'diperjualbelikan', 'dalam', 'pmk', 'kemenkes', 'yg', 'baru', 'juga', 'mengatur', 'soal', 'penanganan', 'kipi', 'stlh', 'menerima', 'vaksinasi', 'covid', 'pasti', 'membutuhkan', 'pengobatan', 'dan', 'perawatan', 'di', 'faskes', 'sesuai', 'dengan', 'indikasi', 'medis', 'dan', 'protokol', 'pengobatan']","['diperjualbelikan', 'mengatur', 'penanganan', 'kipi', 'stlh', 'menerima', 'vaksinasi', 'covid', 'membutuhkan', 'pengobatan', 'perawatan', 'faskes', 'sesuai', 'indikasi', 'medis', 'protokol', 'pengobatan']","['diperjualbelikan', 'atur', 'tangan', 'kipi', 'stlh', 'terima', 'vaksinasi', 'covid', 'butuh', 'obat', 'awat', 'faskes', 'sesuai', 'indikasi', 'medis', 'protokol', 'obat']"
"3• Dalam PMK Kemenkes yg baru, Kemenkes MENGIZINKAN penggunaan jenis vaksin Covid-19 yg sama antara program vaksinasi pemerintah dgn vaksinasi Gotong Royong.  Dgn catatan, vaksin merek Sinopharm yg merupakan skema hibah dari Pemerintahan UEA, sebanyak 500 ribu dosis,  @Paltiwest https://t.co/NeZ0iuFPXs",1.0,"3• dalam pmk kemenkes yg baru, kemenkes mengizinkan penggunaan jenis vaksin covid-19 yg sama antara program vaksinasi pemerintah dgn vaksinasi gotong royong.  dgn catatan, vaksin merek sinopharm yg merupakan skema hibah dari pemerintahan uea, sebanyak 500 ribu dosis,  @paltiwest https://t.co/nez0iufpxs",dalam pmk kemenkes yg baru kemenkes mengizinkan penggunaan jenis vaksin covid yg sama antara program vaksinasi pemerintah dgn vaksinasi gotong royong dgn catatan vaksin merek sinopharm yg merupakan skema hibah dari pemerintahan uea sebanyak ribu dosis,"['dalam', 'pmk', 'kemenkes', 'yg', 'baru', 'kemenkes', 'mengizinkan', 'penggunaan', 'jenis', 'vaksin', 'covid', 'yg', 'sama', 'antara', 'program', 'vaksinasi', 'pemerintah', 'dgn', 'vaksinasi', 'gotong', 'royong', 'dgn', 'catatan', 'vaksin', 'merek', 'sinopharm', 'yg', 'merupakan', 'skema', 'hibah', 'dari', 'pemerintahan', 'uea', 'sebanyak', 'ribu', 'dosis']","['mengizinkan', 'penggunaan', 'jenis', 'vaksin', 'covid', 'program', 'vaksinasi', 'vaksinasi', 'gotong', 'royong', 'catatan', 'vaksin', 'merek', 'sinopharm', 'skema', 'hibah', 'pemerintahan', 'ribu', 'dosis']","['izin', 'guna', 'jenis', 'vaksin', 'covid', 'program', 'vaksinasi', 'vaksinasi', 'gotong', 'royong', 'catat', 'vaksin', 'merek', 'sinopharm', 'skema', 'hibah', 'perintah', 'ribu', 'dosis']"
"Hingga saat ini vaksin yg sdh ditetapkan utk Vaksinasi GR   ✅Sinopharm ✅Moderna  ✅Cansino  Jadi vaksin Sinovac, Pfizer, AstraZeneca  Novavax tdk digunakan dlm vaksin gotong royong !  @nimas31 https://t.co/lIpF3cY3Qv",1.0,"hingga saat ini vaksin yg sdh ditetapkan utk vaksinasi gr   ✅sinopharm ✅moderna  ✅cansino  jadi vaksin sinovac, pfizer, astrazeneca  novavax tdk digunakan dlm vaksin gotong royong !  @nimas31 https://t.co/lipf3cy3qv",hingga saat ini vaksin yg sdh ditetapkan utk vaksinasi gr sinopharm moderna cansino jadi vaksin sinovac pfizer astrazeneca novavax tdk digunakan dlm vaksin gotong royong,"['hingga', 'saat', 'ini', 'vaksin', 'yg', 'sdh', 'ditetapkan', 'utk', 'vaksinasi', 'gr', 'sinopharm', 'moderna', 'cansino', 'jadi', 'vaksin', 'sinovac', 'pfizer', 'astrazeneca', 'novavax', 'tdk', 'digunakan', 'dlm', 'vaksin', 'gotong', 'royong']","['vaksin', 'ditetapkan', 'vaksinasi', 'gr', 'sinopharm', 'moderna', 'cansino', 'vaksin', 'sinovac', 'pfizer', 'astrazeneca', 'novavax', 'vaksin', 'gotong', 'royong']","['vaksin', 'tetap', 'vaksinasi', 'gr', 'sinopharm', 'moderna', 'cansino', 'vaksin', 'sinovac', 'pfizer', 'astrazeneca', 'novavax', 'vaksin', 'gotong', 'royong']"
"PMK KEMENKES YANG BARU |   1• Untuk meningkatkan cakupan program vaksinasi nasional, @KemenkesRI memperbaharui aturan mengenai pelaksanaan vaksinasi dalam rangka penanggulangan pandemi Covid-19.   @penjelajah https://t.co/SUoKdIHHkY",1.0,"pmk kemenkes yang baru |   1• untuk meningkatkan cakupan program vaksinasi nasional, @kemenkesri memperbaharui aturan mengenai pelaksanaan vaksinasi dalam rangka penanggulangan pandemi covid-19.   @penjelajah https://t.co/suokdihhky",pmk kemenkes yang baru untuk meningkatkan cakupan program vaksinasi nasional memperbaharui aturan mengenai pelaksanaan vaksinasi dalam rangka penanggulangan pandemi covid,"['pmk', 'kemenkes', 'yang', 'baru', 'untuk', 'meningkatkan', 'cakupan', 'program', 'vaksinasi', 'nasional', 'memperbaharui', 'aturan', 'mengenai', 'pelaksanaan', 'vaksinasi', 'dalam', 'rangka', 'penanggulangan', 'pandemi', 'covid']","['meningkatkan', 'cakupan', 'program', 'vaksinasi', 'nasional', 'memperbaharui', 'aturan', 'pelaksanaan', 'vaksinasi', 'rangka', 'penanggulangan', 'pandemi', 'covid']","['tingkat', 'cakup', 'program', 'vaksinasi', 'nasional', 'baharu', 'atur', 'laksana', 'vaksinasi', 'rangka', 'tanggulang', 'pandemi', 'covid']"
@KakekHalal Kmrn mantau vaksinasi dengan pak jokowi pake masker pake face shield sok2an paling prokes. Tapi ko giliran di belakang kaya gini ya nyontohinnya. Dasar *kata kasar*🤣🤣🤣,0.0,@kakekhalal kmrn mantau vaksinasi dengan pak jokowi pake masker pake face shield sok2an paling prokes. tapi ko giliran di belakang kaya gini ya nyontohinnya. dasar *kata kasar*🤣🤣🤣,kmrn mantau vaksinasi dengan pak jokowi pake masker pake face shield sok an paling prokes tapi ko giliran di belakang kaya gini ya nyontohinnya dasar kata kasar,"['kmrn', 'mantau', 'vaksinasi', 'dengan', 'pak', 'jokowi', 'pake', 'masker', 'pake', 'face', 'shield', 'sok', 'an', 'paling', 'prokes', 'tapi', 'ko', 'giliran', 'di', 'belakang', 'kaya', 'gini', 'ya', 'nyontohinnya', 'dasar', 'kata', 'kasar']","['mantau', 'vaksinasi', 'pake', 'pake', 'face', 'shield', 'sok', 'prokes', 'ko', 'giliran', 'kaya', 'gini', 'nyontohinnya', 'dasar', 'kasar']","['mantau', 'vaksinasi', 'pake', 'pake', 'face', 'shield', 'sok', 'prokes', 'ko', 'gilir', 'kaya', 'gin', 'nyontohinnya', 'dasar', 'kasar']"
Tim medis DD yang diterjunkan telah mendapat pelatihan vaksinator oleh Pemda DKI https://t.co/iaOGek7bxL,1.0,tim medis dd yang diterjunkan telah mendapat pelatihan vaksinator oleh pemda dki https://t.co/iaogek7bxl,tim medis dd yang diterjunkan telah mendapat pelatihan vaksinator oleh pemda dki,"['tim', 'medis', 'dd', 'yang', 'diterjunkan', 'telah', 'mendapat', 'pelatihan', 'vaksinator', 'oleh', 'pemda', 'dki']","['tim', 'medis', 'dd', 'diterjunkan', 'pelatihan', 'vaksinator', 'pemda', 'dki']","['tim', 'medis', 'dd', 'terjun', 'latih', 'vaksinator', 'pemda', 'dki']"
Vaksinasi Massal di Tanah Abang Targetkan 1.000 Warga - https://t.co/2I5iP4VRWH https://t.co/EmBppiYDOC,1.0,vaksinasi massal di tanah abang targetkan 1.000 warga - https://t.co/2i5ip4vrwh https://t.co/embppiydoc,vaksinasi massal di tanah abang targetkan warga,"['vaksinasi', 'massal', 'di', 'tanah', 'abang', 'targetkan', 'warga']","['vaksinasi', 'massal', 'tanah', 'abang', 'targetkan', 'warga']","['vaksinasi', 'massal', 'tanah', 'abang', 'target', 'warga']"
Pemerintah Provinsi DKI Jakarta akan menggelar vaksinasi warganya yang berusia 18 tahun ke atas. #Vaksinasi https://t.co/cjZMq0TaOY,1.0,pemerintah provinsi dki jakarta akan menggelar vaksinasi warganya yang berusia 18 tahun ke atas. #vaksinasi https://t.co/cjzmq0taoy,pemerintah provinsi dki jakarta akan menggelar vaksinasi warganya yang berusia tahun ke atas,"['pemerintah', 'provinsi', 'dki', 'jakarta', 'akan', 'menggelar', 'vaksinasi', 'warganya', 'yang', 'berusia', 'tahun', 'ke', 'atas']","['provinsi', 'dki', 'jakarta', 'menggelar', 'vaksinasi', 'warganya', 'berusia']","['provinsi', 'dki', 'jakarta', 'gelar', 'vaksinasi', 'warga', 'usia']"
"Haloo Warga Cengkareng!!  Sebagai bentuk apresiasi karna antusiasme warga yang tinggi, kami membuka pos vaksinasi Puskesmas Kecamatan Cengkareng untuk hari Sabtu dan Minggu, 19-20 Juni 2021.  daftar melalui Link karna kami tidak menerima Go Show. :))  https://t.co/Bi5HKanINL https://t.co/AVzXax531r",1.0,"haloo warga cengkareng!!  sebagai bentuk apresiasi karna antusiasme warga yang tinggi, kami membuka pos vaksinasi puskesmas kecamatan cengkareng untuk hari sabtu dan minggu, 19-20 juni 2021.  daftar melalui link karna kami tidak menerima go show. :))  https://t.co/bi5hkaninl https://t.co/avzxax531r",haloo warga cengkareng sebagai bentuk apresiasi karna antusiasme warga yang tinggi kami membuka pos vaksinasi puskesmas kecamatan cengkareng untuk hari sabtu dan minggu juni daftar melalui link karna kami tidak menerima go show,"['haloo', 'warga', 'cengkareng', 'sebagai', 'bentuk', 'apresiasi', 'karna', 'antusiasme', 'warga', 'yang', 'tinggi', 'kami', 'membuka', 'pos', 'vaksinasi', 'puskesmas', 'kecamatan', 'cengkareng', 'untuk', 'hari', 'sabtu', 'dan', 'minggu', 'juni', 'daftar', 'melalui', 'link', 'karna', 'kami', 'tidak', 'menerima', 'go', 'show']","['warga', 'cengkareng', 'bentuk', 'apresiasi', 'karna', 'antusiasme', 'warga', 'membuka', 'pos', 'vaksinasi', 'cengkareng', 'daftar', 'link', 'karna', 'menerima', 'show']","['warga', 'cengkareng', 'bentuk', 'apresiasi', 'karna', 'antusiasme', 'warga', 'buka', 'pos', 'vaksinasi', 'cengkareng', 'daftar', 'link', 'karna', 'terima', 'show']"
Serka Rahmadi mewakili Danramil 19/Tanon menghadiri kegiatan vaksinasi Covid.19 untuk Lansia bersama Muspika Kec.Tanon bertempat di Puskesmas 1 Tanon Kec.Tanon. https://t.co/wdeplozxLv,1.0,serka rahmadi mewakili danramil 19/tanon menghadiri kegiatan vaksinasi covid.19 untuk lansia bersama muspika kec.tanon bertempat di puskesmas 1 tanon kec.tanon. https://t.co/wdeplozxlv,serka rahmadi mewakili danramil tanon menghadiri kegiatan vaksinasi covid untuk lansia bersama muspika kec tanon bertempat di puskesmas tanon kec tanon,"['serka', 'rahmadi', 'mewakili', 'danramil', 'tanon', 'menghadiri', 'kegiatan', 'vaksinasi', 'covid', 'untuk', 'lansia', 'bersama', 'muspika', 'kec', 'tanon', 'bertempat', 'di', 'puskesmas', 'tanon', 'kec', 'tanon']","['serka', 'rahmadi', 'mewakili', 'danramil', 'tanon', 'menghadiri', 'kegiatan', 'vaksinasi', 'covid', 'lansia', 'muspika', 'tanon', 'bertempat', 'tanon', 'tanon']","['serka', 'rahmadi', 'wakil', 'danramil', 'tanon', 'hadir', 'giat', 'vaksinasi', 'covid', 'lansia', 'muspika', 'tanon', 'tempat', 'tanon', 'tanon']"
Ini Beda Vaksinasi Gotong Royong dengan Vaksinasi Program Pemerintah  https://t.co/iGGm0a9AcE,1.0,ini beda vaksinasi gotong royong dengan vaksinasi program pemerintah  https://t.co/iggm0a9ace,ini beda vaksinasi gotong royong dengan vaksinasi program pemerintah,"['ini', 'beda', 'vaksinasi', 'gotong', 'royong', 'dengan', 'vaksinasi', 'program', 'pemerintah']","['beda', 'vaksinasi', 'gotong', 'royong', 'vaksinasi', 'program']","['beda', 'vaksinasi', 'gotong', 'royong', 'vaksinasi', 'program']"
[SALAH] Vaksinasi Sebabkan Varian Baru COVID-19 - #INDONESIA  https://t.co/eKOh60cKx9,0.0,[salah] vaksinasi sebabkan varian baru covid-19 - #indonesia  https://t.co/ekoh60ckx9,salah vaksinasi sebabkan varian baru covid,"['salah', 'vaksinasi', 'sebabkan', 'varian', 'baru', 'covid']","['salah', 'vaksinasi', 'sebabkan', 'varian', 'covid']","['salah', 'vaksinasi', 'sebab', 'varian', 'covid']"
"UPDATE Vaksinasi Covid-19 RI 17 Juni 2021: Dosis Pertama 21.999.256, Suntikan Kedua 11.963.130 Orang  https://t.co/IkhYV8y8ka  Download aplikasi Tribunnews untuk update berita terbaru  Dapatkan untuk Android: https://t.co/AEVHDGdHUB",1.0,"update vaksinasi covid-19 ri 17 juni 2021: dosis pertama 21.999.256, suntikan kedua 11.963.130 orang  https://t.co/ikhyv8y8ka  download aplikasi tribunnews untuk update berita terbaru  dapatkan untuk android: https://t.co/aevhdgdhub",update vaksinasi covid ri juni dosis pertama suntikan kedua orang download aplikasi tribunnews untuk update berita terbaru dapatkan untuk android,"['update', 'vaksinasi', 'covid', 'ri', 'juni', 'dosis', 'pertama', 'suntikan', 'kedua', 'orang', 'download', 'aplikasi', 'tribunnews', 'untuk', 'update', 'berita', 'terbaru', 'dapatkan', 'untuk', 'android']","['vaksinasi', 'covid', 'ri', 'dosis', 'suntikan', 'download', 'aplikasi', 'tribunnews', 'berita', 'terbaru', 'dapatkan', 'android']","['vaksinasi', 'covid', 'ri', 'dosis', 'sunti', 'download', 'aplikasi', 'tribunnews', 'berita', 'baru', 'dapat', 'android']"
@jokowi Apakah vaksinasi ini tdk merata pak.ko daerah sya pemerintahnya seperti tdk peduli kpda rakyat biasa..,0.0,@jokowi apakah vaksinasi ini tdk merata pak.ko daerah sya pemerintahnya seperti tdk peduli kpda rakyat biasa..,apakah vaksinasi ini tdk merata pak ko daerah sya pemerintahnya seperti tdk peduli kpda rakyat biasa,"['apakah', 'vaksinasi', 'ini', 'tdk', 'merata', 'pak', 'ko', 'daerah', 'sya', 'pemerintahnya', 'seperti', 'tdk', 'peduli', 'kpda', 'rakyat', 'biasa']","['vaksinasi', 'merata', 'ko', 'daerah', 'sya', 'pemerintahnya', 'peduli', 'kpda', 'rakyat']","['vaksinasi', 'rata', 'ko', 'daerah', 'sya', 'perintah', 'peduli', 'kpda', 'rakyat']"
Personil Polsek Palipi melaksanakan monitoring kegiatan Vaksinasi Covid 19  di Desa Janji Maria Kec.Sitio-tio* https://t.co/g1XU8Y5vua,1.0,personil polsek palipi melaksanakan monitoring kegiatan vaksinasi covid 19  di desa janji maria kec.sitio-tio* https://t.co/g1xu8y5vua,personil polsek palipi melaksanakan monitoring kegiatan vaksinasi covid di desa janji maria kec sitio tio,"['personil', 'polsek', 'palipi', 'melaksanakan', 'monitoring', 'kegiatan', 'vaksinasi', 'covid', 'di', 'desa', 'janji', 'maria', 'kec', 'sitio', 'tio']","['personil', 'palipi', 'melaksanakan', 'monitoring', 'kegiatan', 'vaksinasi', 'covid', 'janji', 'maria', 'sitio', 'tio']","['personil', 'palipi', 'laksana', 'monitoring', 'giat', 'vaksinasi', 'covid', 'janji', 'maria', 'sitio', 'tio']"
@sphericalfa Lagi rebahan. Ini vaksinasi ninu-ninu gak ngasih parasetamol. Kayaknya harus beli sendiri hhhh.,0.0,@sphericalfa lagi rebahan. ini vaksinasi ninu-ninu gak ngasih parasetamol. kayaknya harus beli sendiri hhhh.,lagi rebahan ini vaksinasi ninu ninu gak ngasih parasetamol kayaknya harus beli sendiri hhhh,"['lagi', 'rebahan', 'ini', 'vaksinasi', 'ninu', 'ninu', 'gak', 'ngasih', 'parasetamol', 'kayaknya', 'harus', 'beli', 'sendiri', 'hhhh']","['rebahan', 'vaksinasi', 'ninu', 'ninu', 'gak', 'ngasih', 'parasetamol', 'kayaknya', 'beli', 'hhhh']","['rebah', 'vaksinasi', 'ninu', 'ninu', 'gak', 'ngasih', 'parasetamol', 'kayak', 'beli', 'hhhh']"
@KemenkesRI Please Vaksinasi harus segera dikebutttttt....jika perlu 1 juta perhari seluruh Indonesia...,0.0,@kemenkesri please vaksinasi harus segera dikebutttttt....jika perlu 1 juta perhari seluruh indonesia...,please vaksinasi harus segera dikebutttttt jika perlu juta perhari seluruh indonesia,"['please', 'vaksinasi', 'harus', 'segera', 'dikebutttttt', 'jika', 'perlu', 'juta', 'perhari', 'seluruh', 'indonesia']","['vaksinasi', 'dikebutttttt', 'juta', 'perhari', 'indonesia']","['vaksinasi', 'dikebutttttt', 'juta', 'hari', 'indonesia']"
"Usaha untuk menekan angka kasus baru DKI apa lagi selain vaksinasi, @DKIJakarta ? Gini-gini aja? 🙂",0.0,"usaha untuk menekan angka kasus baru dki apa lagi selain vaksinasi, @dkijakarta ? gini-gini aja? 🙂",usaha untuk menekan angka kasus baru dki apa lagi selain vaksinasi gini gini aja,"['usaha', 'untuk', 'menekan', 'angka', 'kasus', 'baru', 'dki', 'apa', 'lagi', 'selain', 'vaksinasi', 'gini', 'gini', 'aja']","['usaha', 'menekan', 'angka', 'dki', 'vaksinasi', 'gini', 'gini']","['usaha', 'tekan', 'angka', 'dki', 'vaksinasi', 'gin', 'gin']"
